IDs,EPC,Userdata,ReadTime,Status
E200 3412 012E FC00 09A9 C7AD ,E200 0017 4206 0172 0190 F4DF ,312D 3037 2D30 352D 3032 302D 3138 2D30 3031 3030 0000 0000 0000 0000 ,2/22/2018 11:49,0
  ,,,,
